bin_start,raw_count,bin_end,tp_rate,fp_rate,est_true,tag,station,position,period,status
2025-05-28 18:30:00,407,2025-05-28 19:00:00,0.7050000000000001,0.29499999999999993,287,250528_post,RFDO1,Downstream,Pre-flood,cleaning
2025-05-28 19:00:00,185,2025-05-28 19:30:00,0.7050000000000001,0.29499999999999993,130,250528_post,RFDO1,Downstream,Pre-flood,normal
2025-05-28 19:30:00,231,2025-05-28 20:00:00,0.7050000000000001,0.29499999999999993,163,250528_post,RFDO1,Downstream,Pre-flood,normal
2025-05-28 20:00:00,226,2025-05-28 20:30:00,0.7050000000000001,0.29499999999999993,159,250528_post,RFDO1,Downstream,Pre-flood,normal
2025-05-28 20:30:00,240,2025-05-28 21:00:00,0.7050000000000001,0.29499999999999993,169,250528_post,RFDO1,Downstream,Pre-flood,normal
2025-05-28 21:00:00,259,2025-05-28 21:30:00,0.7050000000000001,0.29499999999999993,183,250528_post,RFDO1,Downstream,Pre-flood,normal
2025-05-28 21:30:00,703,2025-05-28 22:00:00,0.7050000000000001,0.29499999999999993,496,250528_post,RFDO1,Downstream,Pre-flood,normal
2025-05-28 22:00:00,470,2025-05-28 22:30:00,0.7050000000000001,0.29499999999999993,331,250528_post,RFDO1,Downstream,Pre-flood,normal
2025-05-28 22:30:00,424,2025-05-28 23:00:00,0.7050000000000001,0.29499999999999993,299,250528_post,RFDO1,Downstream,Pre-flood,normal
2025-05-28 23:00:00,445,2025-05-28 23:30:00,0.7050000000000001,0.29499999999999993,314,250528_post,RFDO1,Downstream,Pre-flood,normal
2025-05-28 23:30:00,545,2025-05-29 00:00:00,0.7050000000000001,0.29499999999999993,384,250528_post,RFDO1,Downstream,Pre-flood,normal
2025-05-29 00:00:00,2559,2025-05-29 00:30:00,0.65,0.35,1663,250528_post,RFDO1,Downstream,Pre-flood,cleaning
2025-05-29 00:30:00,439,2025-05-29 01:00:00,0.65,0.35,285,250528_post,RFDO1,Downstream,Pre-flood,normal
2025-05-29 01:00:00,824,2025-05-29 01:30:00,0.65,0.35,536,250528_post,RFDO1,Downstream,Pre-flood,normal
2025-05-29 01:30:00,726,2025-05-29 02:00:00,0.65,0.35,472,250528_post,RFDO1,Downstream,Pre-flood,normal
2025-05-29 02:00:00,714,2025-05-29 02:30:00,0.65,0.35,464,250528_post,RFDO1,Downstream,Pre-flood,normal
2025-05-29 02:30:00,700,2025-05-29 03:00:00,0.65,0.35,455,250528_post,RFDO1,Downstream,Pre-flood,normal
2025-05-29 03:00:00,473,2025-05-29 03:30:00,0.65,0.35,307,250528_post,RFDO1,Downstream,Pre-flood,normal
